_org_class,_org_name,study_count,_pct,_cumm_pct
OTHER,H. Lee Moffitt Cancer Center and Research Institute,137,0.0015511424107243947,0.3599669391544577
OTHER,University of British Columbia,137,0.0015511424107243947,0.3615180815651821
INDUSTRY,Ferring Pharmaceuticals,136,0.0015398202033468445,0.363057901768529
OTHER,"Rigshospitalet, Denmark",136,0.0015398202033468445,0.36459772197187584
OTHER,Weill Medical College of Cornell University,136,0.0015398202033468445,0.3661375421752227
OTHER,University of Utah,136,0.0015398202033468445,0.36767736237856957
OTHER,Indiana University,136,0.0015398202033468445,0.36921718258191644
INDUSTRY,Biogen,135,0.0015284979959692942,0.3707456805778857
OTHER,Chinese University of Hong Kong,135,0.0015284979959692942,0.372274178573855
OTHER,"University of Colorado, Denver",134,0.001517175788591744,0.3737913543624467
OTHER,National Taiwan University Hospital,134,0.001517175788591744,0.37530853015103843
OTHER,Medical University of South Carolina,132,0.0014945313738366432,0.3768030615248751
OTHER,University of Sao Paulo,132,0.0014945313738366432,0.37829759289871173
OTHER,"SCRI Development Innovations, LLC",127,0.0014379203369488916,0.3797355132356606
OTHER,Hospices Civils de Lyon,127,0.0014379203369488916,0.3811734335726095
NETWORK,Canadian Cancer Trials Group,125,0.0014152759221937909,0.38258870949480334
INDUSTRY,"Bausch Health Americas, Inc.",125,0.0014152759221937909,0.38400398541699715
OTHER,"University College, London",122,0.0013813093000611398,0.3853852947170583
OTHER,"University of California, Los Angeles",122,0.0013813093000611398,0.38676660401711943
OTHER,"University of California, San Diego",122,0.0013813093000611398,0.38814791331718057
OTHER,University of Minnesota,122,0.0013813093000611398,0.3895292226172417
OTHER,New York State Psychiatric Institute,122,0.0013813093000611398,0.39091053191730285
INDUSTRY,Forest Laboratories,121,0.0013699870926835896,0.39228051900998645
OTHER,University of Michigan,120,0.0013586648853060393,0.3936391838952925
INDUSTRY,Regeneron Pharmaceuticals,119,0.001347342677928489,0.394986526573221
OTHER,Yonsei University,119,0.001347342677928489,0.39633386925114944
OTHER,University of Michigan Rogel Cancer Center,118,0.0013360204705509385,0.39766988972170036
OTHER,Lawson Health Research Institute,117,0.0013246982631733883,0.39899458798487375
OTHER,Radboud University Medical Center,117,0.0013246982631733883,0.40031928624804713
NETWORK,Eastern Cooperative Oncology Group,117,0.0013246982631733883,0.4016439845112205
OTHER,McMaster University,116,0.001313376055795838,0.40295736056701636
INDUSTRY,Ipsen,115,0.0013020538484182877,0.40425941441543467
OTHER,UNICANCER,115,0.0013020538484182877,0.405561468263853
INDUSTRY,Vertex Pharmaceuticals Incorporated,115,0.0013020538484182877,0.4068635221122713
OTHER,University of Miami,113,0.001279409433663187,0.40814293154593445
INDUSTRY,Incyte Corporation,112,0.0012680872262856367,0.4094110187722201
OTHER,Chang Gung Memorial Hospital,112,0.0012680872262856367,0.4106791059985057
OTHER,University of Rochester,112,0.0012680872262856367,0.41194719322479134
OTHER,University of Florida,109,0.0012341206041529857,0.41318131382894435
OTHER,University of Alberta,109,0.0012341206041529857,0.41441543443309736
OTHER,"Gustave Roussy, Cancer Campus, Grand Paris",109,0.0012341206041529857,0.4156495550372504
OTHER,Oslo University Hospital,108,0.0012227983967754354,0.4168723534340258
NETWORK,Radiation Therapy Oncology Group,107,0.001211476189397885,0.41808382962342366
INDUSTRY,Sunovion,107,0.001211476189397885,0.41929530581282154
OTHER_GOV,"National Cancer Center, Korea",107,0.001211476189397885,0.4205067820022194
OTHER,"Masonic Cancer Center, University of Minnesota",107,0.001211476189397885,0.4217182581916173
OTHER,The University of Hong Kong,106,0.0012001539820203347,0.4229184121736376
OTHER,University of Zurich,105,0.0011888317746427844,0.4241072439482804
OTHER,Thomas Jefferson University,105,0.0011888317746427844,0.4252960757229232
NIH,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),105,0.0011888317746427844,0.426484907497566
OTHER,City of Hope Medical Center,105,0.0011888317746427844,0.4276737392722088
INDUSTRY,Jazz Pharmaceuticals,105,0.0011888317746427844,0.4288625710468516
INDUSTRY,MedImmune LLC,104,0.0011775095672652341,0.43004008061411686
OTHER,"University of North Carolina, Chapel Hill",103,0.0011661873598876836,0.4312062679740045
OTHER,University of Southern California,103,0.0011661873598876836,0.4323724553338922
INDUSTRY,H. Lundbeck A/S,103,0.0011661873598876836,0.43353864269377984
OTHER,"Rutgers, The State University of New Jersey",102,0.0011548651525101334,0.43469350784628996
OTHER,Baylor College of Medicine,101,0.001143542945132583,0.43583705079142254
OTHER,Roswell Park Cancer Institute,101,0.001143542945132583,0.4369805937365551
OTHER,"University Hospital, Bordeaux",100,0.0011322207377550328,0.43811281447431016
OTHER,Tianjin Medical University Cancer Institute and Hospital,99,0.0011208985303774823,0.43923371300468766
OTHER,University of Calgary,98,0.001109576322999932,0.44034328932768757
OTHER,"The University of Texas Health Science Center, Houston",98,0.001109576322999932,0.4414528656506875
INDUSTRY,Mitsubishi Tanabe Pharma Corporation,97,0.0010982541156223818,0.44255111976630984
INDUSTRY,Chiesi Farmaceutici S.p.A.,95,0.001075609700867281,0.4436267294671771
INDUSTRY,LEO Pharma,95,0.001075609700867281,0.4447023391680444
OTHER,London School of Hygiene and Tropical Medicine,95,0.001075609700867281,0.4457779488689117
OTHER,University of Aarhus,94,0.0010642874934897308,0.44684223636240145
OTHER,University of Kansas Medical Center,94,0.0010642874934897308,0.4479065238558912
OTHER,Medical College of Wisconsin,93,0.0010529652861121805,0.4489594891420034
OTHER,University of Oxford,93,0.0010529652861121805,0.4500124544281156
OTHER,"University Hospital, Clermont-Ferrand",92,0.00104164307873463,0.4510540975068502
OTHER,Peking University,91,0.0010303208713570797,0.4520844183782073
NIH,National Institute on Drug Abuse (NIDA),90,0.0010189986639795295,0.4531034170421868
INDUSTRY,Alexion Pharmaceuticals,89,0.0010076764566019792,0.4541110934987888
OTHER,Ohio State University Comprehensive Cancer Center,88,0.0009963542492244287,0.45510744774801326
OTHER,St. Jude Children's Research Hospital,87,0.0009850320418468784,0.4560924797898601
OTHER,Nantes University Hospital,86,0.0009737098344693282,0.45706618962432943
OTHER,University of Virginia,86,0.0009737098344693282,0.45803989945879875
NIH,National Center for Complementary and Integrative Health (NCCIH),85,0.0009623876270917778,0.4590022870858905
INDUSTRY,"Otsuka Pharmaceutical Co., Ltd.",85,0.0009623876270917778,0.4599646747129823
OTHER,"University Hospital, Ghent",85,0.0009623876270917778,0.4609270623400741
OTHER,Tehran University of Medical Sciences,85,0.0009623876270917778,0.46188944996716585
INDUSTRY,EMD Serono,85,0.0009623876270917778,0.46285183759425763
OTHER,Vanderbilt University Medical Center,84,0.0009510654197142275,0.46380290301397187
OTHER,Zhejiang Cancer Hospital,84,0.0009510654197142275,0.4647539684336861
OTHER,University of Arkansas,84,0.0009510654197142275,0.46570503385340034
OTHER_GOV,"ANRS, Emerging Infectious Diseases",84,0.0009510654197142275,0.4666560992731146
NETWORK,GOG Foundation,84,0.0009510654197142275,0.4676071646928288
INDUSTRY,Actelion,84,0.0009510654197142275,0.46855823011254305
OTHER,Ottawa Hospital Research Institute,83,0.0009397432123366771,0.46949797332487975
OTHER,Swiss Group for Clinical Cancer Research,83,0.0009397432123366771,0.47043771653721644
INDUSTRY,Galderma R&D,83,0.0009397432123366771,0.47137745974955314
OTHER,Shanghai Jiao Tong University School of Medicine,83,0.0009397432123366771,0.47231720296188984
OTHER,Karolinska Institutet,83,0.0009397432123366771,0.47325694617422653
OTHER,Jonsson Comprehensive Cancer Center,82,0.0009284210049591269,0.47418536717918564
INDUSTRY,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",82,0.0009284210049591269,0.47511378818414474
OTHER,"University of Maryland, Baltimore",81,0.0009170987975815765,0.4760308869817263
OTHER,Mahidol University,80,0.0009057765902040261,0.4769366635719303
INDUSTRY,Bausch & Lomb Incorporated,80,0.0009057765902040261,0.47784244016213434
OTHER,"National University Hospital, Singapore",80,0.0009057765902040261,0.47874821675233836
OTHER,Hoosier Cancer Research Network,79,0.0008944543828264759,0.47964267113516484
OTHER,Hadassah Medical Organization,79,0.0008944543828264759,0.4805371255179913
OTHER,Imperial College London,77,0.0008718099680713752,0.48140893548606273
INDUSTRY,Mallinckrodt,77,0.0008718099680713752,0.48228074545413413
OTHER,University of Kentucky,77,0.0008718099680713752,0.48315255542220553
OTHER,Sunnybrook Health Sciences Centre,76,0.0008604877606938248,0.48401304318289934
OTHER,"University of California, Davis",76,0.0008604877606938248,0.48487353094359315
OTHER,UNC Lineberger Comprehensive Cancer Center,76,0.0008604877606938248,0.48573401870428695
OTHER_GOV,Sheba Medical Center,76,0.0008604877606938248,0.48659450646498076
OTHER,"Children's Hospital Medical Center, Cincinnati",76,0.0008604877606938248,0.48745499422567456
INDUSTRY,"Kyowa Kirin Co., Ltd.",76,0.0008604877606938248,0.48831548198636837
OTHER,Virginia Commonwealth University,76,0.0008604877606938248,0.4891759697470622
OTHER,University of Iowa,75,0.0008491655533162746,0.49002513530037844
INDUSTRY,ViiV Healthcare,74,0.0008378433459387242,0.49086297864631717
FED,Centers for Disease Control and Prevention,74,0.0008378433459387242,0.4917008219922559
OTHER,Beth Israel Deaconess Medical Center,74,0.0008378433459387242,0.4925386653381946
OTHER,Federal University of São Paulo,74,0.0008378433459387242,0.49337650868413335
OTHER,Tanta University,73,0.0008265211385611739,0.49420302982269454
INDUSTRY,"Merck KGaA, Darmstadt, Germany",73,0.0008265211385611739,0.4950295509612557
OTHER,University of Cincinnati,73,0.0008265211385611739,0.4958560720998169
OTHER,McGill University Health Centre/Research Institute of the McGill University Health Centre,72,0.0008151989311836235,0.49667127103100056
OTHER,The Cleveland Clinic,72,0.0008151989311836235,0.4974864699621842
OTHER,AHS Cancer Control Alberta,72,0.0008151989311836235,0.49830166889336786
OTHER,Montefiore Medical Center,71,0.0008038767238060733,0.4991055456171739
OTHER,OHSU Knight Cancer Institute,71,0.0008038767238060733,0.49990942234097996
OTHER,Nanfang Hospital of Southern Medical University,71,0.0008038767238060733,0.500713299064786
OTHER_GOV,Tel-Aviv Sourasky Medical Center,70,0.0007925545164285229,0.5015058535812146
INDUSTRY,Endo Pharmaceuticals,70,0.0007925545164285229,0.5022984080976431
OTHER,Brown University,70,0.0007925545164285229,0.5030909626140717
OTHER,Heidelberg University,70,0.0007925545164285229,0.5038835171305003
OTHER,Shahid Beheshti University of Medical Sciences,70,0.0007925545164285229,0.5046760716469288
OTHER,Isfahan University of Medical Sciences,70,0.0007925545164285229,0.5054686261633574
INDUSTRY,CSL Behring,69,0.0007812323090509726,0.5062498584724084
OTHER,University Medical Center Groningen,69,0.0007812323090509726,0.5070310907814595
INDUSTRY,Janssen Pharmaceutical K.K.,68,0.0007699101016734222,0.5078010008831328
OTHER,The Netherlands Cancer Institute,68,0.0007699101016734222,0.5085709109848062
OTHER,Hospital de Clinicas de Porto Alegre,67,0.000758587894295872,0.5093294988791021
OTHER,Rabin Medical Center,66,0.0007472656869183216,0.5100767645660204
OTHER,Georgetown University,66,0.0007472656869183216,0.5108240302529387
OTHER,University Hospital Tuebingen,66,0.0007472656869183216,0.511571295939857
OTHER,Children's Hospital of Philadelphia,66,0.0007472656869183216,0.5123185616267752
OTHER,"University Hospital, Toulouse",66,0.0007472656869183216,0.5130658273136935
OTHER,University of Sao Paulo General Hospital,66,0.0007472656869183216,0.5138130930006118
OTHER,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",65,0.0007359434795407713,0.5145490364801526
OTHER,UMC Utrecht,65,0.0007359434795407713,0.5152849799596934
INDUSTRY,Boston Scientific Corporation,65,0.0007359434795407713,0.5160209234392341
OTHER_GOV,Henan Cancer Hospital,65,0.0007359434795407713,0.5167568669187749
OTHER,"University Hospital, Grenoble",64,0.0007246212721632209,0.5174814881909381
INDUSTRY,EMS,64,0.0007246212721632209,0.5182061094631013
OTHER,"University Hospital, Basel, Switzerland",64,0.0007246212721632209,0.5189307307352645
OTHER,University of Nebraska,64,0.0007246212721632209,0.5196553520074277
OTHER,University of Arizona,64,0.0007246212721632209,0.520379973279591
OTHER,Shanghai Zhongshan Hospital,63,0.0007132990647856706,0.5210932723443766
OTHER,Mario Negri Institute for Pharmacological Research,62,0.0007019768574081203,0.5217952492017848
OTHER_GOV,Postgraduate Institute of Medical Education and Research,62,0.0007019768574081203,0.5224972260591929
OTHER,Milton S. Hershey Medical Center,62,0.0007019768574081203,0.523199202916601
OTHER,University of Erlangen-Nürnberg Medical School,60,0.0006793324426530196,0.5238785353592541
OTHER,Mansoura University,60,0.0006793324426530196,0.5245578678019072
OTHER,Centre Leon Berard,60,0.0006793324426530196,0.5252372002445602
NIH,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),60,0.0006793324426530196,0.5259165326872133
OTHER,Cedars-Sinai Medical Center,59,0.0006680102352754693,0.5265845429224888
OTHER,University of Cologne,59,0.0006680102352754693,0.5272525531577643
OTHER,"University Hospital Inselspital, Berne",59,0.0006680102352754693,0.5279205633930398
OTHER,Ruijin Hospital,59,0.0006680102352754693,0.5285885736283154
OTHER,Burzynski Research Institute,58,0.000656688027897919,0.5292452616562132
OTHER,"University Hospital, Geneva",58,0.000656688027897919,0.5299019496841111
OTHER,Peking University People's Hospital,58,0.000656688027897919,0.530558637712009
INDUSTRY,BeiGene,57,0.0006453658205203686,0.5312040035325293
FED,U.S. Army Medical Research and Development Command,57,0.0006453658205203686,0.5318493693530496
OTHER,Rennes University Hospital,57,0.0006453658205203686,0.5324947351735699
OTHER,"University of California, Irvine",57,0.0006453658205203686,0.5331401009940903
OTHER,Fox Chase Cancer Center,56,0.0006340436131428184,0.533774144607233
OTHER,Boston Children's Hospital,56,0.0006340436131428184,0.5344081882203758
OTHER,Karolinska University Hospital,56,0.0006340436131428184,0.5350422318335186
OTHER,"Second Affiliated Hospital, School of Medicine, Zhejiang University",55,0.000622721405765268,0.5356649532392839
OTHER,Jaeb Center for Health Research,55,0.000622721405765268,0.5362876746450491
OTHER,University of South Florida,55,0.000622721405765268,0.5369103960508144
OTHER,"All India Institute of Medical Sciences, New Delhi",55,0.000622721405765268,0.5375331174565796
OTHER,Dartmouth-Hitchcock Medical Center,55,0.000622721405765268,0.5381558388623449
OTHER,Oregon Health and Science University,55,0.000622721405765268,0.5387785602681101
OTHER,Universitaire Ziekenhuizen Leuven,54,0.0006113991983877177,0.5393899594664978
OTHER,Abramson Cancer Center of the University of Pennsylvania,54,0.0006113991983877177,0.5400013586648855
INDUSTRY,"Centocor, Inc.",54,0.0006113991983877177,0.5406127578632732
OTHER,Chinese PLA General Hospital,54,0.0006113991983877177,0.5412241570616609
OTHER,Vanderbilt-Ingram Cancer Center,54,0.0006113991983877177,0.5418355562600486
OTHER,Barbara Ann Karmanos Cancer Institute,54,0.0006113991983877177,0.5424469554584364
OTHER,"National Cancer Institute, Naples",54,0.0006113991983877177,0.5430583546568241
OTHER,Ludwig-Maximilians - University of Munich,53,0.0006000769910101673,0.5436584316478342
OTHER,Nationwide Children's Hospital,53,0.0006000769910101673,0.5442585086388444
OTHER,Assistance Publique Hopitaux De Marseille,53,0.0006000769910101673,0.5448585856298546
OTHER,"University Hospital, Lille",53,0.0006000769910101673,0.5454586626208647
OTHER,The University of Texas Health Science Center at San Antonio,53,0.0006000769910101673,0.5460587396118749
INDUSTRY,"Ionis Pharmaceuticals, Inc.",52,0.0005887547836326171,0.5466474943955075
INDUSTRY,Azidus Brasil,51,0.0005774325762550667,0.5472249269717626
OTHER,Johns Hopkins Bloomberg School of Public Health,51,0.0005774325762550667,0.5478023595480177
OTHER,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),51,0.0005774325762550667,0.5483797921242728
OTHER,Unity Health Toronto,51,0.0005774325762550667,0.5489572247005279
OTHER,"Centre Hospitalier Universitaire, Amiens",51,0.0005774325762550667,0.549534657276783
OTHER,"University Hospital, Rouen",49,0.000554788161499966,0.550089445438283
INDUSTRY,Ono Pharmaceutical Co. Ltd,49,0.000554788161499966,0.550644233599783
OTHER,IRCCS San Raffaele,49,0.000554788161499966,0.551199021761283
OTHER,Beijing Cancer Hospital,49,0.000554788161499966,0.551753809922783
INDUSTRY,BioMarin Pharmaceutical,48,0.0005434659541224157,0.5522972758769055
OTHER,Kaiser Permanente,48,0.0005434659541224157,0.5528407418310279
OTHER,Fondazione Italiana Linfomi ONLUS,48,0.0005434659541224157,0.5533842077851504
OTHER_GOV,French National Agency for Research on AIDS and Viral Hepatitis,48,0.0005434659541224157,0.5539276737392729
OTHER,Royal Marsden NHS Foundation Trust,48,0.0005434659541224157,0.5544711396933953
NIH,Office of Rare Diseases (ORD),48,0.0005434659541224157,0.5550146056475178
OTHER,China Medical University Hospital,48,0.0005434659541224157,0.5555580716016403
OTHER,"University Hospital, Brest",47,0.0005321437467448654,0.5560902153483851
INDUSTRY,ALK-Abelló A/S,47,0.0005321437467448654,0.5566223590951299
OTHER,AIO-Studien-gGmbH,46,0.000520821539367315,0.5571431806344972
OTHER,University of Manitoba,46,0.000520821539367315,0.5576640021738645
OTHER,Erasmus Medical Center,46,0.000520821539367315,0.5581848237132317
INDUSTRY,Solvay Pharmaceuticals,46,0.000520821539367315,0.558705645252599
OTHER,"International Centre for Diarrhoeal Disease Research, Bangladesh",46,0.000520821539367315,0.5592264667919663
OTHER,Centre Hospitalier Universitaire de Besancon,46,0.000520821539367315,0.5597472883313336
INDUSTRY,Hanmi Pharmaceutical Company Limited,46,0.000520821539367315,0.5602681098707009
INDUSTRY,Seagen Inc.,45,0.0005094993319897647,0.5607776092026906
INDUSTRY,"Alkermes, Inc.",45,0.0005094993319897647,0.5612871085346803
OTHER,Odense University Hospital,45,0.0005094993319897647,0.5617966078666701
INDUSTRY,Catalysis SL,45,0.0005094993319897647,0.5623061071986598
OTHER,Vanderbilt University,45,0.0005094993319897647,0.5628156065306495
OTHER,Gruppo Italiano Malattie EMatologiche dell'Adulto,45,0.0005094993319897647,0.5633251058626393
OTHER,Universitätsklinikum Hamburg-Eppendorf,45,0.0005094993319897647,0.563834605194629
INDUSTRY,PTC Therapeutics,45,0.0005094993319897647,0.5643441045266188
OTHER,Shiraz University of Medical Sciences,45,0.0005094993319897647,0.5648536038586085
NETWORK,NSABP Foundation Inc,45,0.0005094993319897647,0.5653631031905982
OTHER,"University of Turin, Italy",45,0.0005094993319897647,0.565872602522588
OTHER,University of Ulm,45,0.0005094993319897647,0.5663821018545777
INDUSTRY,Chong Kun Dang Pharmaceutical,44,0.0004981771246122144,0.5668802789791899
OTHER,Federico II University,44,0.0004981771246122144,0.5673784561038021
OTHER,Hellenic Oncology Research Group,44,0.0004981771246122144,0.5678766332284143
OTHER,The First Affiliated Hospital with Nanjing Medical University,44,0.0004981771246122144,0.5683748103530265
INDUSTRY,Merz Pharmaceuticals GmbH,43,0.0004868549172346641,0.5688616652702612
OTHER,Singapore General Hospital,43,0.0004868549172346641,0.5693485201874958
OTHER,Leiden University Medical Center,43,0.0004868549172346641,0.5698353751047305
INDUSTRY,Eurofarma Laboratorios S.A.,43,0.0004868549172346641,0.5703222300219651
OTHER,British Columbia Cancer Agency,43,0.0004868549172346641,0.5708090849391998
OTHER,Queen Mary University of London,43,0.0004868549172346641,0.5712959398564345
INDUSTRY,Warner Chilcott,43,0.0004868549172346641,0.5717827947736691
OTHER,Federation Francophone de Cancerologie Digestive,42,0.00047553270985711376,0.5722583274835262
OTHER,Cambridge University Hospitals NHS Foundation Trust,42,0.00047553270985711376,0.5727338601933833
OTHER,Boston Medical Center,42,0.00047553270985711376,0.5732093929032405
OTHER,Shandong Cancer Hospital and Institute,42,0.00047553270985711376,0.5736849256130976
OTHER,Centre Hospitalier Universitaire de Nice,42,0.00047553270985711376,0.5741604583229547
INDUSTRY,United Therapeutics,42,0.00047553270985711376,0.5746359910328118
NETWORK,Meshalkin Research Institute of Pathology of Circulation,42,0.00047553270985711376,0.5751115237426689
OTHER,Technische Universität Dresden,42,0.00047553270985711376,0.5755870564525261
OTHER,Hospital Clinic of Barcelona,42,0.00047553270985711376,0.5760625891623832
OTHER,University of Toronto,41,0.00046421050247956344,0.5765267996648628
OTHER,Zhejiang University,41,0.00046421050247956344,0.5769910101673423
OTHER,University of Roma La Sapienza,41,0.00046421050247956344,0.5774552206698219
OTHER,West China Hospital,41,0.00046421050247956344,0.5779194311723015
OTHER,Indonesia University,41,0.00046421050247956344,0.5783836416747811
OTHER,"University Hospital, Strasbourg, France",41,0.00046421050247956344,0.5788478521772606
OTHER,"University Hospital, Limoges",41,0.00046421050247956344,0.5793120626797402
OTHER,Albert Einstein College of Medicine,41,0.00046421050247956344,0.5797762731822198
OTHER,Academic and Community Cancer Research United,41,0.00046421050247956344,0.5802404836846994
INDUSTRY,Abbott Nutrition,41,0.00046421050247956344,0.580704694187179
OTHER,Queen's University,41,0.00046421050247956344,0.5811689046896585
OTHER,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,41,0.00046421050247956344,0.5816331151921381
OTHER,Shandong University,40,0.00045288829510201306,0.5820860034872402
INDUSTRY,Octapharma,40,0.00045288829510201306,0.5825388917823422
INDUSTRY,The Medicines Company,40,0.00045288829510201306,0.5829917800774442
OTHER,RenJi Hospital,40,0.00045288829510201306,0.5834446683725463
OTHER,Herlev Hospital,40,0.00045288829510201306,0.5838975566676483
